N,P,K,temperature,ph,label
30,30,35,25,5.5,Rice
35,30,35,25,5.5,Rice
100,60,40,15,6,Wheat
105,60,40,15,6,Wheat
110,60,40,15,6,Wheat
115,60,40,15,6,Wheat
120,60,40,15,6,Wheat
100,65,45,20,6.5,Wheat
105,65,45,20,6.5,Wheat
110,65,45,20,6.5,Wheat
115,65,45,20,6.5,Wheat
120,65,45,20,6.5,Wheat
100,70,50,25,7,Wheat
105,70,50,25,7,Wheat
110,70,50,25,7,Wheat
115,70,50,25,7,Wheat
120,70,50,25,7,Wheat
100,75,55,15,7.5,Wheat
105,75,55,15,7.5,Wheat
110,75,55,15,7.5,Wheat
115,75,55,15,7.5,Wheat
120,75,55,15,7.5,Wheat
100,80,60,20,6,Wheat
105,80,60,20,6,Wheat
110,80,60,20,6,Wheat
115,80,60,20,6,Wheat
120,80,60,20,6,Wheat
100,60,45,25,6.5,Wheat
105,60,45,25,6.5,Wheat
110,60,45,25,6.5,Wheat
115,60,45,25,6.5,Wheat
120,60,45,25,6.5,Wheat
100,65,50,15,7,Wheat
105,65,50,15,7,Wheat
110,65,50,15,7,Wheat
115,65,50,15,7,Wheat
120,65,50,15,7,Wheat
100,70,55,20,7.5,Wheat
105,70,55,20,7.5,Wheat
110,70,55,20,7.5,Wheat
115,70,55,20,7.5,Wheat
120,70,55,20,7.5,Wheat
100,75,60,25,6,Wheat
105,75,60,25,6,Wheat
110,75,60,25,6,Wheat
115,75,60,25,6,Wheat
120,75,60,25,6,Wheat
100,80,40,15,6.5,Wheat
105,80,40,15,6.5,Wheat
110,80,40,15,6.5,Wheat
115,80,40,15,6.5,Wheat
120,80,40,15,6.5,Wheat
100,60,50,20,7,Wheat
105,60,50,20,7,Wheat
110,60,50,20,7,Wheat
115,60,50,20,7,Wheat
120,60,50,20,7,Wheat
100,65,55,25,7.5,Wheat
105,65,55,25,7.5,Wheat
110,65,55,25,7.5,Wheat
115,65,55,25,7.5,Wheat
120,65,55,25,7.5,Wheat
100,70,60,15,6,Wheat
105,70,60,15,6,Wheat
110,70,60,15,6,Wheat
115,70,60,15,6,Wheat
120,70,60,15,6,Wheat
100,75,40,20,6.5,Wheat
105,75,40,20,6.5,Wheat
110,75,40,20,6.5,Wheat
115,75,40,20,6.5,Wheat
120,75,40,20,6.5,Wheat
100,80,45,25,7,Wheat
105,80,45,25,7,Wheat
110,80,45,25,7,Wheat
115,80,45,25,7,Wheat
120,80,45,25,7,Wheat
100,60,55,15,7.5,Wheat
105,60,55,15,7.5,Wheat
110,60,55,15,7.5,Wheat
115,60,55,15,7.5,Wheat
120,60,55,15,7.5,Wheat
100,65,60,20,6,Wheat
105,65,60,20,6,Wheat
110,65,60,20,6,Wheat
115,65,60,20,6,Wheat
120,65,60,20,6,Wheat
100,70,40,25,6.5,Wheat
105,70,40,25,6.5,Wheat
110,70,40,25,6.5,Wheat
115,70,40,25,6.5,Wheat
120,70,40,25,6.5,Wheat
100,75,45,15,7,Wheat
105,75,45,15,7,Wheat
110,75,45,15,7,Wheat
115,75,45,15,7,Wheat
120,75,45,15,7,Wheat
100,80,50,20,7.5,Wheat
105,80,50,20,7.5,Wheat
110,80,50,20,7.5,Wheat
115,80,50,20,7.5,Wheat
120,80,50,20,7.5,Wheat
100,60,60,25,6,Wheat
105,60,60,25,6,Wheat
110,60,60,25,6,Wheat
115,60,60,25,6,Wheat
120,60,60,25,6,Wheat
100,65,40,15,6.5,Wheat
105,65,40,15,6.5,Wheat
110,65,40,15,6.5,Wheat
115,65,40,15,6.5,Wheat
120,65,40,15,6.5,Wheat
100,70,45,20,7,Wheat
105,70,45,20,7,Wheat
110,70,45,20,7,Wheat
115,70,45,20,7,Wheat
120,70,45,20,7,Wheat
100,75,50,25,7.5,Wheat
105,75,50,25,7.5,Wheat
110,75,50,25,7.5,Wheat
115,75,50,25,7.5,Wheat
120,75,50,25,7.5,Wheat
100,80,55,15,6,Wheat
105,80,55,15,6,Wheat
110,80,55,15,6,Wheat
115,80,55,15,6,Wheat
120,80,55,15,6,Wheat
100,40,40,15,6,Wheat
105,40,40,15,6,Wheat
110,40,40,15,6,Wheat
115,40,40,15,6,Wheat
120,40,40,15,6,Wheat
100,45,45,20,6.5,Wheat
105,45,45,20,6.5,Wheat
110,45,45,20,6.5,Wheat
115,45,45,20,6.5,Wheat
120,45,45,20,6.5,Wheat
100,50,50,25,7,Wheat
105,50,50,25,7,Wheat
110,50,50,25,7,Wheat
115,50,50,25,7,Wheat
120,50,50,25,7,Wheat
100,55,55,15,7.5,Wheat
105,55,55,15,7.5,Wheat
110,55,55,15,7.5,Wheat
115,55,55,15,7.5,Wheat
120,55,55,15,7.5,Wheat
100,60,60,20,6,Wheat
105,60,60,20,6,Wheat
110,60,60,20,6,Wheat
115,60,60,20,6,Wheat
120,60,60,20,6,Wheat
100,40,45,25,6.5,Wheat
105,40,45,25,6.5,Wheat
110,40,45,25,6.5,Wheat
115,40,45,25,6.5,Wheat
120,40,45,25,6.5,Wheat
100,45,50,15,7,Wheat
105,45,50,15,7,Wheat
110,45,50,15,7,Wheat
115,45,50,15,7,Wheat
120,45,50,15,7,Wheat
100,50,55,20,7.5,Wheat
105,50,55,20,7.5,Wheat
110,50,55,20,7.5,Wheat
115,50,55,20,7.5,Wheat
120,50,55,20,7.5,Wheat
100,55,60,25,6,Wheat
105,55,60,25,6,Wheat
110,55,60,25,6,Wheat
115,55,60,25,6,Wheat
120,55,60,25,6,Wheat
100,60,40,15,6.5,Wheat
105,60,40,15,6.5,Wheat
110,60,40,15,6.5,Wheat
115,60,40,15,6.5,Wheat
120,60,40,15,6.5,Wheat
100,40,50,20,7,Wheat
105,40,50,20,7,Wheat
110,40,50,20,7,Wheat
115,40,50,20,7,Wheat
120,40,50,20,7,Wheat
100,45,55,25,7.5,Wheat
105,45,55,25,7.5,Wheat
110,45,55,25,7.5,Wheat
115,45,55,25,7.5,Wheat
120,45,55,25,7.5,Wheat
100,50,60,15,6,Wheat
105,50,60,15,6,Wheat
110,50,60,15,6,Wheat
115,50,60,15,6,Wheat
120,50,60,15,6,Wheat
100,55,40,20,6.5,Wheat
105,55,40,20,6.5,Wheat
110,55,40,20,6.5,Wheat
115,55,40,20,6.5,Wheat
120,55,40,20,6.5,Wheat
100,60,45,25,7,Wheat
105,60,45,25,7,Wheat
110,60,45,25,7,Wheat
115,60,45,25,7,Wheat
120,60,45,25,7,Wheat
100,40,55,15,7.5,Wheat
105,40,55,15,7.5,Wheat
110,40,55,15,7.5,Wheat
115,40,55,15,7.5,Wheat
120,40,55,15,7.5,Wheat
100,45,60,20,6,Wheat
105,45,60,20,6,Wheat
110,45,60,20,6,Wheat
115,45,60,20,6,Wheat
120,45,60,20,6,Wheat
100,50,40,25,6.5,Wheat
105,50,40,25,6.5,Wheat
110,50,40,25,6.5,Wheat
115,50,40,25,6.5,Wheat
120,50,40,25,6.5,Wheat
100,55,45,15,7,Wheat
105,55,45,15,7,Wheat
110,55,45,15,7,Wheat
115,55,45,15,7,Wheat
120,55,45,15,7,Wheat
100,60,50,20,7.5,Wheat
105,60,50,20,7.5,Wheat
110,60,50,20,7.5,Wheat
115,60,50,20,7.5,Wheat
120,60,50,20,7.5,Wheat
100,40,60,25,6,Wheat
105,40,60,25,6,Wheat
110,40,60,25,6,Wheat
115,40,60,25,6,Wheat
120,40,60,25,6,Wheat
100,45,40,15,6.5,Wheat
105,45,40,15,6.5,Wheat
110,45,40,15,6.5,Wheat
115,45,40,15,6.5,Wheat
120,45,40,15,6.5,Wheat
100,50,45,20,7,Wheat
105,50,45,20,7,Wheat
110,50,45,20,7,Wheat
115,50,45,20,7,Wheat
120,50,45,20,7,Wheat
100,55,50,25,7.5,Wheat
105,55,50,25,7.5,Wheat
110,55,50,25,7.5,Wheat
115,55,50,25,7.5,Wheat
120,55,50,25,7.5,Wheat
100,60,55,15,6,Wheat
105,60,55,15,6,Wheat
110,60,55,15,6,Wheat
115,60,55,15,6,Wheat
120,60,55,15,6,Wheat
60,40,40,15,6,Wheat
65,40,40,15,6,Wheat
70,40,40,15,6,Wheat
75,40,40,15,6,Wheat
80,40,40,15,6,Wheat
85,40,40,15,6,Wheat
90,40,40,15,6,Wheat
95,40,40,15,6,Wheat
100,40,40,15,6,Wheat
60,45,45,20,6.5,Wheat
65,45,45,20,6.5,Wheat
70,45,45,20,6.5,Wheat
75,45,45,20,6.5,Wheat
80,45,45,20,6.5,Wheat
85,45,45,20,6.5,Wheat
90,45,45,20,6.5,Wheat
95,45,45,20,6.5,Wheat
100,45,45,20,6.5,Wheat
60,55,55,25,7,Wheat
65,55,55,25,7,Wheat
70,55,55,25,7,Wheat
75,55,55,25,7,Wheat
80,55,55,25,7,Wheat
85,55,55,25,7,Wheat
90,55,55,25,7,Wheat
95,55,55,25,7,Wheat
100,55,55,25,7,Wheat
60,60,60,15,7.5,Wheat
65,60,60,15,7.5,Wheat
70,60,60,15,7.5,Wheat
75,60,60,15,7.5,Wheat
80,60,60,15,7.5,Wheat
85,60,60,15,7.5,Wheat
90,60,60,15,7.5,Wheat
95,60,60,15,7.5,Wheat
100,60,60,15,7.5,Wheat
60,40,45,20,6,Wheat
65,40,45,20,6,Wheat
70,40,45,20,6,Wheat
75,40,45,20,6,Wheat
80,40,45,20,6,Wheat
85,40,45,20,6,Wheat
90,40,45,20,6,Wheat
95,40,45,20,6,Wheat
100,40,45,20,6,Wheat
60,45,50,25,6.5,Wheat
65,45,50,25,6.5,Wheat
70,45,50,25,6.5,Wheat
75,45,50,25,6.5,Wheat
80,45,50,25,6.5,Wheat
85,45,50,25,6.5,Wheat
90,45,50,25,6.5,Wheat
95,45,50,25,6.5,Wheat
100,45,50,25,6.5,Wheat
60,55,60,15,7,Wheat
65,55,60,15,7,Wheat
70,55,60,15,7,Wheat
75,55,60,15,7,Wheat
80,55,60,15,7,Wheat
85,55,60,15,7,Wheat
90,55,60,15,7,Wheat
95,55,60,15,7,Wheat
100,55,60,15,7,Wheat
60,40,50,20,7.5,Wheat
65,40,50,20,7.5,Wheat
70,40,50,20,7.5,Wheat
75,40,50,20,7.5,Wheat
80,40,50,20,7.5,Wheat
85,40,50,20,7.5,Wheat
90,40,50,20,7.5,Wheat
95,40,50,20,7.5,Wheat
100,40,50,20,7.5,Wheat
60,50,60,25,6,Wheat
65,50,60,25,6,Wheat
70,50,60,25,6,Wheat
75,50,60,25,6,Wheat
80,50,60,25,6,Wheat
85,50,60,25,6,Wheat
90,50,60,25,6,Wheat
95,50,60,25,6,Wheat
100,50,60,25,6,Wheat
60,55,40,15,6.5,Wheat
65,55,40,15,6.5,Wheat
70,55,40,15,6.5,Wheat
75,55,40,15,6.5,Wheat
80,55,40,15,6.5,Wheat
85,55,40,15,6.5,Wheat
90,55,40,15,6.5,Wheat
95,55,40,15,6.5,Wheat
100,55,40,15,6.5,Wheat
60,60,45,20,7,Wheat
65,60,45,20,7,Wheat
70,60,45,20,7,Wheat
75,60,45,20,7,Wheat
80,60,45,20,7,Wheat
85,60,45,20,7,Wheat
90,60,45,20,7,Wheat
95,60,45,20,7,Wheat
100,60,45,20,7,Wheat
60,40,55,25,7.5,Wheat
65,40,55,25,7.5,Wheat
70,40,55,25,7.5,Wheat
75,40,55,25,7.5,Wheat
80,40,55,25,7.5,Wheat
85,40,55,25,7.5,Wheat
90,40,55,25,7.5,Wheat
95,40,55,25,7.5,Wheat
100,40,55,25,7.5,Wheat
60,45,60,15,6,Wheat
65,45,60,15,6,Wheat
70,45,60,15,6,Wheat
75,45,60,15,6,Wheat
80,45,60,15,6,Wheat
85,45,60,15,6,Wheat
90,45,60,15,6,Wheat
95,45,60,15,6,Wheat
100,45,60,15,6,Wheat
60,50,40,20,6.5,Wheat
65,50,40,20,6.5,Wheat
70,50,40,20,6.5,Wheat
75,50,40,20,6.5,Wheat
80,50,40,20,6.5,Wheat
85,50,40,20,6.5,Wheat
90,50,40,20,6.5,Wheat
95,50,40,20,6.5,Wheat
100,50,40,20,6.5,Wheat
60,55,45,25,7,Wheat
65,55,45,25,7,Wheat
70,55,45,25,7,Wheat
75,55,45,25,7,Wheat
80,55,45,25,7,Wheat
85,55,45,25,7,Wheat
90,55,45,25,7,Wheat
95,55,45,25,7,Wheat
100,55,45,25,7,Wheat
60,60,50,15,7.5,Wheat
65,60,50,15,7.5,Wheat
70,60,50,15,7.5,Wheat
75,60,50,15,7.5,Wheat
80,60,50,15,7.5,Wheat
85,60,50,15,7.5,Wheat
90,60,50,15,7.5,Wheat
95,60,50,15,7.5,Wheat
100,60,50,15,7.5,Wheat
60,40,60,20,6,Wheat
65,40,60,20,6,Wheat
70,40,60,20,6,Wheat
75,40,60,20,6,Wheat
80,40,60,20,6,Wheat
85,40,60,20,6,Wheat
90,40,60,20,6,Wheat
95,40,60,20,6,Wheat
100,40,60,20,6,Wheat
60,45,40,25,6.5,Wheat
65,45,40,25,6.5,Wheat
70,45,40,25,6.5,Wheat
75,45,40,25,6.5,Wheat
80,45,40,25,6.5,Wheat
85,45,40,25,6.5,Wheat
90,45,40,25,6.5,Wheat
95,45,40,25,6.5,Wheat
100,45,40,25,6.5,Wheat
60,50,45,15,7,Wheat
65,50,45,15,7,Wheat
70,50,45,15,7,Wheat
75,50,45,15,7,Wheat
80,50,45,15,7,Wheat
85,50,45,15,7,Wheat
90,50,45,15,7,Wheat
95,50,45,15,7,Wheat
100,50,45,15,7,Wheat
60,55,50,20,7.5,Wheat
65,55,50,20,7.5,Wheat
70,55,50,20,7.5,Wheat
75,55,50,20,7.5,Wheat
80,55,50,20,7.5,Wheat
85,55,50,20,7.5,Wheat
90,55,50,20,7.5,Wheat
95,55,50,20,7.5,Wheat
100,55,50,20,7.5,Wheat
60,60,55,25,6,Wheat
65,60,55,25,6,Wheat
70,60,55,25,6,Wheat
75,60,55,25,6,Wheat
80,60,55,25,6,Wheat
85,60,55,25,6,Wheat
90,60,55,25,6,Wheat
95,60,55,25,6,Wheat
100,60,55,25,6,Wheat
20,30,20,25,6,Groundnut
25,30,20,25,6,Groundnut
30,30,20,25,6,Groundnut
20,35,25,30,6.5,Groundnut
25,35,25,30,6.5,Groundnut
30,35,25,30,6.5,Groundnut
20,40,20,25,7,Groundnut
25,40,20,25,7,Groundnut
30,40,20,25,7,Groundnut
20,30,25,30,7.5,Groundnut
25,30,25,30,7.5,Groundnut
30,30,25,30,7.5,Groundnut
20,35,20,25,6,Groundnut
25,35,20,25,6,Groundnut
30,35,20,25,6,Groundnut
20,40,25,30,6.5,Groundnut
25,40,25,30,6.5,Groundnut
30,40,25,30,6.5,Groundnut
50,25,30,25,6,Groundnut
55,25,30,25,6,Groundnut
60,25,30,25,6,Groundnut
50,30,35,30,6.5,Groundnut
55,30,35,30,6.5,Groundnut
60,30,35,30,6.5,Groundnut
50,25,40,25,7,Groundnut
55,25,40,25,7,Groundnut
60,25,40,25,7,Groundnut
50,30,30,30,7.5,Groundnut
55,30,30,30,7.5,Groundnut
60,30,30,30,7.5,Groundnut
50,25,35,25,6,Groundnut
55,25,35,25,6,Groundnut
60,25,35,25,6,Groundnut
50,30,40,30,6.5,Groundnut
55,30,40,30,6.5,Groundnut
60,30,40,30,6.5,Groundnut
40,20,20,25,5.5,Groundnut
45,20,20,25,5.5,Groundnut
50,20,20,25,5.5,Groundnut
40,30,30,30,6,Groundnut
45,30,30,30,6,Groundnut
50,30,30,30,6,Groundnut
40,20,30,25,6.5,Groundnut
45,20,30,25,6.5,Groundnut
50,20,30,25,6.5,Groundnut
40,30,20,30,7,Groundnut
45,30,20,30,7,Groundnut
50,30,20,30,7,Groundnut
120,60,40,20,6,Maize
125,60,40,20,6,Maize
130,60,40,20,6,Maize
135,60,40,20,6,Maize
140,60,40,20,6,Maize
145,60,40,20,6,Maize
150,60,40,20,6,Maize
120,65,45,25,6.5,Maize
125,65,45,25,6.5,Maize
130,65,45,25,6.5,Maize
135,65,45,25,6.5,Maize
140,65,45,25,6.5,Maize
145,65,45,25,6.5,Maize
150,65,45,25,6.5,Maize
120,70,50,30,7,Maize
125,70,50,30,7,Maize
130,70,50,30,7,Maize
135,70,50,30,7,Maize
140,70,50,30,7,Maize
145,70,50,30,7,Maize
150,70,50,30,7,Maize
120,75,55,20,7.5,Maize
125,75,55,20,7.5,Maize
130,75,55,20,7.5,Maize
135,75,55,20,7.5,Maize
140,75,55,20,7.5,Maize
145,75,55,20,7.5,Maize
150,75,55,20,7.5,Maize
120,80,60,25,6,Maize
125,80,60,25,6,Maize
130,80,60,25,6,Maize
135,80,60,25,6,Maize
140,80,60,25,6,Maize
145,80,60,25,6,Maize
150,80,60,25,6,Maize
120,60,45,30,6.5,Maize
125,60,45,30,6.5,Maize
130,60,45,30,6.5,Maize
135,60,45,30,6.5,Maize
140,60,45,30,6.5,Maize
145,60,45,30,6.5,Maize
150,60,45,30,6.5,Maize
120,65,50,20,7,Maize
125,65,50,20,7,Maize
130,65,50,20,7,Maize
135,65,50,20,7,Maize
140,65,50,20,7,Maize
145,65,50,20,7,Maize
150,65,50,20,7,Maize
120,70,55,25,7.5,Maize
125,70,55,25,7.5,Maize
130,70,55,25,7.5,Maize
135,70,55,25,7.5,Maize
140,70,55,25,7.5,Maize
145,70,55,25,7.5,Maize
150,70,55,25,7.5,Maize
120,75,60,30,6,Maize
125,75,60,30,6,Maize
130,75,60,30,6,Maize
135,75,60,30,6,Maize
140,75,60,30,6,Maize
145,75,60,30,6,Maize
150,75,60,30,6,Maize
120,80,40,20,6.5,Maize
125,80,40,20,6.5,Maize
130,80,40,20,6.5,Maize
135,80,40,20,6.5,Maize
140,80,40,20,6.5,Maize
145,80,40,20,6.5,Maize
150,80,40,20,6.5,Maize
120,60,50,25,7,Maize
125,60,50,25,7,Maize
130,60,50,25,7,Maize
135,60,50,25,7,Maize
140,60,50,25,7,Maize
145,60,50,25,7,Maize
150,60,50,25,7,Maize
120,65,55,30,7.5,Maize
125,65,55,30,7.5,Maize
130,65,55,30,7.5,Maize
135,65,55,30,7.5,Maize
140,65,55,30,7.5,Maize
145,65,55,30,7.5,Maize
150,65,55,30,7.5,Maize
120,70,60,20,6,Maize
125,70,60,20,6,Maize
130,70,60,20,6,Maize
135,70,60,20,6,Maize
140,70,60,20,6,Maize
145,70,60,20,6,Maize
150,70,60,20,6,Maize
120,75,40,25,6.5,Maize
125,75,40,25,6.5,Maize
130,75,40,25,6.5,Maize
135,75,40,25,6.5,Maize
140,75,40,25,6.5,Maize
145,75,40,25,6.5,Maize
150,75,40,25,6.5,Maize
120,80,45,30,7,Maize
125,80,45,30,7,Maize
130,80,45,30,7,Maize
135,80,45,30,7,Maize
140,80,45,30,7,Maize
145,80,45,30,7,Maize
150,80,45,30,7,Maize
120,60,55,20,7.5,Maize
125,60,55,20,7.5,Maize
130,60,55,20,7.5,Maize
135,60,55,20,7.5,Maize
140,60,55,20,7.5,Maize
145,60,55,20,7.5,Maize
150,60,55,20,7.5,Maize
120,65,60,25,6,Maize
125,65,60,25,6,Maize
130,65,60,25,6,Maize
135,65,60,25,6,Maize
140,65,60,25,6,Maize
145,65,60,25,6,Maize
150,65,60,25,6,Maize
120,70,40,30,6.5,Maize
125,70,40,30,6.5,Maize
130,70,40,30,6.5,Maize
135,70,40,30,6.5,Maize
140,70,40,30,6.5,Maize
145,70,40,30,6.5,Maize
150,70,40,30,6.5,Maize
120,75,45,20,7,Maize
125,75,45,20,7,Maize
130,75,45,20,7,Maize
135,75,45,20,7,Maize
140,75,45,20,7,Maize
145,75,45,20,7,Maize
150,75,45,20,7,Maize
120,80,50,25,7.5,Maize
125,80,50,25,7.5,Maize
130,80,50,25,7.5,Maize
135,80,50,25,7.5,Maize
140,80,50,25,7.5,Maize
145,80,50,25,7.5,Maize
150,80,50,25,7.5,Maize
120,60,60,30,6,Maize
125,60,60,30,6,Maize
130,60,60,30,6,Maize
135,60,60,30,6,Maize
140,60,60,30,6,Maize
145,60,60,30,6,Maize
150,60,60,30,6,Maize
120,65,40,20,6.5,Maize
125,65,40,20,6.5,Maize
130,65,40,20,6.5,Maize
135,65,40,20,6.5,Maize
140,65,40,20,6.5,Maize
145,65,40,20,6.5,Maize
150,65,40,20,6.5,Maize
120,70,45,25,7,Maize
125,70,45,25,7,Maize
130,70,45,25,7,Maize
135,70,45,25,7,Maize
140,70,45,25,7,Maize
145,70,45,25,7,Maize
150,70,45,25,7,Maize
120,75,50,30,7.5,Maize
125,75,50,30,7.5,Maize
130,75,50,30,7.5,Maize
135,75,50,30,7.5,Maize
140,75,50,30,7.5,Maize
145,75,50,30,7.5,Maize
150,75,50,30,7.5,Maize
120,80,55,20,6,Maize
125,80,55,20,6,Maize
130,80,55,20,6,Maize
135,80,55,20,6,Maize
140,80,55,20,6,Maize
145,80,55,20,6,Maize
150,80,55,20,6,Maize
40,20,20,20,5.5,Tur
45,20,20,20,5.5,Tur
50,20,20,20,5.5,Tur
40,25,25,25,6,Tur
45,25,25,25,6,Tur
50,25,25,25,6,Tur
40,30,30,30,6.5,Tur
45,30,30,30,6.5,Tur
50,30,30,30,6.5,Tur
40,20,25,20,5.5,Tur
45,20,25,20,5.5,Tur
50,20,25,20,5.5,Tur
40,25,30,25,6,Tur
45,25,30,25,6,Tur
50,25,30,25,6,Tur
40,30,20,30,6.5,Tur
45,30,20,30,6.5,Tur
50,30,20,30,6.5,Tur
40,20,30,20,5.5,Tur
45,20,30,20,5.5,Tur
50,20,30,20,5.5,Tur
40,25,20,25,6,Tur
45,25,20,25,6,Tur
50,25,20,25,6,Tur
40,30,25,30,6.5,Tur
45,30,25,30,6.5,Tur
50,30,25,30,6.5,Tur
20,30,20,20,6,Urad
25,30,20,20,6,Urad
30,30,20,20,6,Urad
20,35,25,25,6.5,Urad
25,35,25,25,6.5,Urad
30,35,25,25,6.5,Urad
20,40,30,20,7,Urad
25,40,30,20,7,Urad
30,40,30,20,7,Urad
20,30,25,25,6,Urad
25,30,25,25,6,Urad
30,30,25,25,6,Urad
20,35,30,20,6.5,Urad
25,35,30,20,6.5,Urad
30,35,30,20,6.5,Urad
20,40,20,25,7,Urad
25,40,20,25,7,Urad
30,40,20,25,7,Urad
20,30,30,20,6,Urad
25,30,30,20,6,Urad
30,30,30,20,6,Urad
20,35,20,25,6.5,Urad
25,35,20,25,6.5,Urad
30,35,20,25,6.5,Urad
20,40,25,20,7,Urad
25,40,25,20,7,Urad
30,40,25,20,7,Urad
20,10,5,25,6,Moong
25,10,5,25,6,Moong
30,10,5,25,6,Moong
20,15,10,30,6.5,Moong
25,15,10,30,6.5,Moong
30,15,10,30,6.5,Moong
20,20,15,35,7,Moong
25,20,15,35,7,Moong
30,20,15,35,7,Moong
20,10,10,25,6,Moong
25,10,10,25,6,Moong
30,10,10,25,6,Moong
20,15,15,30,6.5,Moong
25,15,15,30,6.5,Moong
30,15,15,30,6.5,Moong
20,20,5,35,7,Moong
25,20,5,35,7,Moong
30,20,5,35,7,Moong
20,10,15,25,6,Moong
25,10,15,25,6,Moong
30,10,15,25,6,Moong
20,15,5,30,6.5,Moong
25,15,5,30,6.5,Moong
30,15,5,30,6.5,Moong
20,20,10,35,7,Moong
25,20,10,35,7,Moong
30,20,10,35,7,Moong
40,25,10,20,6,Gram
45,25,10,20,6,Gram
50,25,10,20,6,Gram
40,30,15,25,6.5,Gram
45,30,15,25,6.5,Gram
50,30,15,25,6.5,Gram
40,25,15,20,6,Gram
45,25,15,20,6,Gram
50,25,15,20,6,Gram
40,30,10,25,6.5,Gram
45,30,10,25,6.5,Gram
50,30,10,25,6.5,Gram
40,20,20,20,6,Masoor
45,20,20,20,6,Masoor
50,20,20,20,6,Masoor
40,25,25,25,6.5,Masoor
45,25,25,25,6.5,Masoor
50,25,25,25,6.5,Masoor
40,20,25,20,6,Masoor
45,20,25,20,6,Masoor
50,20,25,20,6,Masoor
40,25,20,25,6.5,Masoor
45,25,20,25,6.5,Masoor
50,25,20,25,6.5,Masoor
100,60,60,10,7.5,Cotton
105,60,60,10,7.5,Cotton
110,60,60,10,7.5,Cotton
115,60,60,10,7.5,Cotton
120,60,60,10,7.5,Cotton
100,65,65,15,8,Cotton
105,65,65,15,8,Cotton
110,65,65,15,8,Cotton
115,65,65,15,8,Cotton
120,65,65,15,8,Cotton
100,70,70,20,8.5,Cotton
105,70,70,20,8.5,Cotton
110,70,70,20,8.5,Cotton
115,70,70,20,8.5,Cotton
120,70,70,20,8.5,Cotton
100,75,75,25,7.5,Cotton
105,75,75,25,7.5,Cotton
110,75,75,25,7.5,Cotton
115,75,75,25,7.5,Cotton
120,75,75,25,7.5,Cotton
100,80,80,30,8,Cotton
105,80,80,30,8,Cotton
110,80,80,30,8,Cotton
115,80,80,30,8,Cotton
120,80,80,30,8,Cotton
100,60,65,10,8.5,Cotton
105,60,65,10,8.5,Cotton
110,60,65,10,8.5,Cotton
115,60,65,10,8.5,Cotton
120,60,65,10,8.5,Cotton
100,65,70,15,7.5,Cotton
105,65,70,15,7.5,Cotton
110,65,70,15,7.5,Cotton
115,65,70,15,7.5,Cotton
120,65,70,15,7.5,Cotton
100,70,75,20,8,Cotton
105,70,75,20,8,Cotton
110,70,75,20,8,Cotton
115,70,75,20,8,Cotton
120,70,75,20,8,Cotton
100,75,80,25,8.5,Cotton
105,75,80,25,8.5,Cotton
110,75,80,25,8.5,Cotton
115,75,80,25,8.5,Cotton
120,75,80,25,8.5,Cotton
100,80,60,30,7.5,Cotton
105,80,60,30,7.5,Cotton
110,80,60,30,7.5,Cotton
115,80,60,30,7.5,Cotton
120,80,60,30,7.5,Cotton
100,60,70,10,8,Cotton
105,60,70,10,8,Cotton
110,60,70,10,8,Cotton
115,60,70,10,8,Cotton
120,60,70,10,8,Cotton
100,65,75,15,8.5,Cotton
105,65,75,15,8.5,Cotton
110,65,75,15,8.5,Cotton
115,65,75,15,8.5,Cotton
120,65,75,15,8.5,Cotton
100,70,80,20,7.5,Cotton
105,70,80,20,7.5,Cotton
110,70,80,20,7.5,Cotton
115,70,80,20,7.5,Cotton
120,70,80,20,7.5,Cotton
100,75,60,25,8,Cotton
105,75,60,25,8,Cotton
110,75,60,25,8,Cotton
115,75,60,25,8,Cotton
120,75,60,25,8,Cotton
100,80,65,30,8.5,Cotton
105,80,65,30,8.5,Cotton
110,80,65,30,8.5,Cotton
115,80,65,30,8.5,Cotton
120,80,65,30,8.5,Cotton
100,60,75,10,7.5,Cotton
105,60,75,10,7.5,Cotton
110,60,75,10,7.5,Cotton
115,60,75,10,7.5,Cotton
120,60,75,10,7.5,Cotton
100,65,80,15,8,Cotton
105,65,80,15,8,Cotton
110,65,80,15,8,Cotton
115,65,80,15,8,Cotton
120,65,80,15,8,Cotton
100,70,60,20,8.5,Cotton
105,70,60,20,8.5,Cotton
110,70,60,20,8.5,Cotton
115,70,60,20,8.5,Cotton
120,70,60,20,8.5,Cotton
100,75,65,25,7.5,Cotton
105,75,65,25,7.5,Cotton
110,75,65,25,7.5,Cotton
115,75,65,25,7.5,Cotton
120,75,65,25,7.5,Cotton
100,80,70,30,8,Cotton
105,80,70,30,8,Cotton
110,80,70,30,8,Cotton
115,80,70,30,8,Cotton
120,80,70,30,8,Cotton
100,60,80,10,8.5,Cotton
105,60,80,10,8.5,Cotton
110,60,80,10,8.5,Cotton
115,60,80,10,8.5,Cotton
120,60,80,10,8.5,Cotton
100,65,60,15,7.5,Cotton
105,65,60,15,7.5,Cotton
110,65,60,15,7.5,Cotton
115,65,60,15,7.5,Cotton
120,65,60,15,7.5,Cotton
100,70,65,20,8,Cotton
105,70,65,20,8,Cotton
110,70,65,20,8,Cotton
115,70,65,20,8,Cotton
120,70,65,20,8,Cotton
100,75,70,25,8.5,Cotton
105,75,70,25,8.5,Cotton
110,75,70,25,8.5,Cotton
